HC_ID,Date,date,month,day,year,proposal,status_result,text,Link,article_source_id,status_extra,From,from_name,from_latitude,from_longitude,from_adm1_code_full,from_adm1_nr,from_adm1_name,from_country_code,To,to_name,to_latitude,to_longitude,to_adm1_code_full,to_adm1_nr,to_adm1_name,to_country_code
202,24.03.22,2022-03-24,3,24,2022,Ukraine,successful,"Status: successful; KYIV. March 25 (Interfax-Ukraine) - All the seven humanitarian corridors arranged for evacuating civilians in Ukraine on March 24 functioned as planned, and 3,343 people were evacuated via them, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990,src-153,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
204,24.03.22,2022-03-24,3,24,2022,Ukraine,successful,"Status: successful; KYIV. March 25 (Interfax-Ukraine) - All the seven humanitarian corridors arranged for evacuating civilians in Ukraine on March 24 functioned as planned, and 3,343 people were evacuated via them, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990,src-28,successful,Velyka Dymerka,Velyka Dymerka,50.59333,30.90313,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
205,24.03.22,2022-03-24,3,24,2022,Ukraine,successful,"Status: successful; KYIV. March 25 (Interfax-Ukraine) - All the seven humanitarian corridors arranged for evacuating civilians in Ukraine on March 24 functioned as planned, and 3,343 people were evacuated via them, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990,src-28,successful,Bohdanivka,Bohdanivka,49.85,24.43333,UA.15,15,Lviv Oblast,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
206,24.03.22,2022-03-24,3,24,2022,Ukraine,successful,"Status: successful; KYIV. March 25 (Interfax-Ukraine) - All the seven humanitarian corridors arranged for evacuating civilians in Ukraine on March 24 functioned as planned, and 3,343 people were evacuated via them, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990,src-28,successful,Bervytsia,Bervytsia,50.63633,31.19342,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
208,25.03.22,2022-03-25,3,25,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85990,src-156,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
209,25.03.22,2022-03-25,3,25,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85991,https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85991,src-145,successful,Berdiansk,,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
210,25.03.22,2022-03-25,3,25,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85992,https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85992,src-157,successful,Melitopol,Melitopol,46.84735,35.38196,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
211,26.03.22,2022-03-26,3,26,2022,Ukraine,successful,Status: successful;  all of ten approved humanitarian corridors opened on Saturday see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85990,src-159,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
212,26.03.22,2022-03-26,3,26,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85991,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85991,src-160,successful,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
213,26.03.22,2022-03-26,3,26,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85992,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85992,src-161,successful,Plesetske,Plesetske,50.21923,30.11812,UA.13,13,Kiev,UA,Fastiv,Fastiv,50.0767,29.9177,UA.13,13,Kiev,UA
214,26.03.22,2022-03-26,3,26,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85993,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85993,src-162,successful,Krasna Slobidka,Krasna Slobidka,50.01436,30.57747,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
215,26.03.22,2022-03-26,3,26,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85994,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85994,src-163,successful,Rozhny,Rozhny,50.6669,30.73503,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
216,26.03.22,2022-03-26,3,26,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85995,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85995,src-164,successful,Sytnyaki,,50.41643,29.70186,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
217,26.03.22,2022-03-26,3,26,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85996,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85996,src-165,successful,Borodyanka,,50.64225,29.91404,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
224,27.03.22,2022-03-27,3,27,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85990 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85990 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,src-199,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
225,27.03.22,2022-03-27,3,27,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85991 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85991 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,src-226,successful,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
226,27.03.22,2022-03-27,3,27,2022,Ukraine,successful,"Status: successful;  via Kyivska, Shkilna, Kharkivska, Solnechna, Slovianska, Khebozavodska, Shevchenko, and Sosyura Streets see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85992 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85992 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,src-228,successful,Rubezhne,,49.01,38.371389,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
227,28.03.22,2022-03-28,3,28,2022,Ukraine,successful,Status: successful;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85990,src-229,successful,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
228,29.03.22,2022-03-29,3,29,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85990,src-230,proposed route/outcome unknown,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
229,29.03.22,2022-03-29,3,29,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85991,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85991,src-231,proposed route/outcome unknown,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
230,29.03.22,2022-03-29,3,29,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85992,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85992,src-232,proposed route/outcome unknown,Melitopol,Melitopol,46.84735,35.38196,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
231,29.03.22,2022-03-29,3,29,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85993,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85993,src-233,proposed route/outcome unknown,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
234,30.03.22,2022-03-30,3,30,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. March 30 (Interfax-Ukraine) - Three humanitarian corridors have been approved in Ukraine for Wednesday, Ukrainian Deputy Prime Minister, Minister of Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77576/?sphrase_id=89238",https://interfax.com/newsroom/top-stories/77576/?sphrase_id=89238,src-27,proposed route/outcome unknown,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
237,31.03.22,2022-03-31,3,31,2022,Ukraine,proposed route/outcome unknown,"Status: uncertain; KYIV. March 31 (Interfax-Interfax) - Ukrainian Deputy Prime Minister, Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereshchuk expressed hope that a humanitarian convoy will be able to reach Mariupol via Berdyansk, adding that two humanitarian corridors from Melitopol and Enerhodar have been approved in the Zaporizhzhya region, the Ukrainian presidential office quoted Vereshchuk as saying on Thursday.  see source: https://interfax.com/newsroom/top-stories/77660/?sphrase_id=89238https://interfax.com/newsroom/top-stories/77660/?sphrase_id=89238",https://interfax.com/newsroom/top-stories/77660/?sphrase_id=89238https://interfax.com/newsroom/top-stories/77660/?sphrase_id=89238,src-234,uncertain,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA
238,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday. Corridor route: Mariupol - Manhush - Berdyansk - Tokmak - Vasylivka - Kamyanske - Zaporizhzhya see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89238",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89238,src-235,proposed route/outcome unknown,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
239,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89239",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89239,src-236,proposed route/outcome unknown,Manhush,Manhush,47.05625,37.31193,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
240,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday. Brdyasnk-Zaprorizhzhya as aprt of route from Mariupol see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89240",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89240,src-237,proposed route/outcome unknown,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
241,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89241",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89241,src-238,proposed route/outcome unknown,Tokmak,Tokmak,47.25554,35.70836,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
242,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89242",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89242,src-239,proposed route/outcome unknown,Vasylivka,Vasylivka,47.44218,35.28213,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
243,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89243",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89243,src-240,proposed route/outcome unknown,Kamyanske,Kamyanske,45.81909,29.25891,UA.17,17,Odessa,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
244,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday. Corridor route: Enerhodar - Dniprorudne - Vasylivka - Zaporizhzhya see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89244",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89244,src-241,proposed route/outcome unknown,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
245,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89245",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89245,src-242,proposed route/outcome unknown,Dniprorudne,Dniprorudne,47.38993,35.00065,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
246,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89246",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89246,src-243,proposed route/outcome unknown,Vasylivka,Vasylivka,47.44218,35.28213,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
247,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89247",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89247,src-244,proposed route/outcome unknown,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
248,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday. Corridor route: from Melitopol to Zaporizhzhya via Vasylivka see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89248",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89248,src-245,proposed route/outcome unknown,Melitopol,Melitopol,46.84735,35.38196,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
249,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89249",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89249,src-246,proposed route/outcome unknown,Vasylivka,Vasylivka,47.44218,35.28213,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
250,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday. Corridor route: from Rubizhne will run via Severodonetsk and Lysychansk see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89250",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89250,src-247,proposed route/outcome unknown,Rubizhne,Rubizhne,50.1653,36.82525,UA.07,7,Kharkiv,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
251,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89251",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89251,src-248,proposed route/outcome unknown,Severodonetsk,,48.94628,38.48624,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
252,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89252",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89252,src-249,proposed route/outcome unknown,Lysychansk,Lysychansk,48.90421,38.44094,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
253,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday. OVERLAPPING ROUTES TO BAKMUT via Lysychansk Corridor route: from Nyzhne via Hirske and Lysychansk see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89253",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89253,src-250,proposed route/outcome unknown,Nyzhne,,48.92,39.02,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
254,01.04.22,2022-04-01,4,1,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89254",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89254,src-227,proposed route/outcome unknown,Hirske,Hirske,49.47095,23.79988,UA.15,15,Lviv Oblast,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
