id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
304140,UKR-2019-1-15100-77,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Interfax: Ukrainian General Newswire,2019-04-09,Member of emergencies service's bomb disposal squad killed in clearance of landmines near pumping station in Donetsk region, two persons wounded - Interior ministry""",Interfax: Ukrainian General Newswire,2019-04-09,"Member of emergencies service's bomb disposal squad killed in clearance of landmines near pumping station in Donetsk region, two persons wounded - Interior ministry",the Interior Ministry of Ukraine,1,Zaitseve village,"near Zaitseve, Bakhmut district, Donetsk region",Donetsk oblast,Horlivka City municipality,48.41955,38.032433,POINT (38.032433 48.41955),199157,Ukraine,369,Europe,1,1,2019-04-09T00:00:00,2019-04-09T00:00:00,1,0,0,0,1,1,1,369,
304231,UKR-2019-1-15100-78,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Interfax: Ukrainian General Newswire,2019-05-01,Occupation forces fire on Armed Forces' positions 13 times over past 24 hours - JFO HQ""",Interfax: Ukrainian General Newswire,2019-05-01,Occupation forces fire on Armed Forces' positions 13 times over past 24 hours - JFO HQ,JFO on Facebook,5,Donets Basin Area,,,,48.15,38.65,POINT (38.65 48.15),199158,Ukraine,369,Europe,1,2,2019-04-30T00:00:00,2019-05-01T00:00:00,1,0,0,0,1,1,0,369,
304236,UKR-2019-1-15101-10,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""World Service Wire,2019-08-02,Ukrainian military’s shelling kills LPR militiaman""",World Service Wire,2019-08-02,Ukrainian military’s shelling kills LPR militiaman,LPR Militia Spokesman Yakov Osadchy,4,Luhansk oblast,,Luhansk oblast,,48.92,39.02,POINT (39.02 48.92),199879,Ukraine,369,Europe,1,1,2019-08-02T00:00:00,2019-08-02T00:00:00,0,1,0,0,1,1,1,369,
307963,UKR-2019-1-15100-81,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""World Service Wire,2019-08-09,Donetsk militia member killed in Kiev forces’ shelling, militias say""",World Service Wire,2019-08-09,"Donetsk militia member killed in Kiev forces’ shelling, militias say",Donetsk News Agency,1,Kominternove village,Kominternovo village,Donetsk oblast,Novoazovsk raion,47.174126,37.814764,POINT (37.814764 47.174126),197716,Ukraine,369,Europe,1,1,2019-08-09T00:00:00,2019-08-09T00:00:00,0,1,0,0,1,1,1,369,
307967,UKR-2019-1-15100-82,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""World Service Wire,2019-08-09,Two militias killed as Kiev troops shell DPR""",World Service Wire,2019-08-09,Two militias killed as Kiev troops shell DPR,the office of the DPR people’s militia,1,Sosnivske village,near the settlement of Sosnovskoye,Donetsk oblast,Novoazovsk raion,47.2975,37.906667,POINT (37.906667 47.2975),197716,Ukraine,369,Europe,1,1,2019-08-09T00:00:00,2019-08-09T00:00:00,0,1,0,0,1,1,1,369,
307969,UKR-2019-1-15100-83,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Interfax: Ukrainian General Newswire,2019-08-12,Russia-led forces mount two attacks on Ukrainian positions in Donbas since Monday midnight, one Ukraine soldier WIA - Defense ministry"";""Interfax: Ukrainian General Newswire,2019-08-13,Occupation forces pass body of National Guard fighter, killed in Donbas three days ago, to Ukrainian side""",Interfax: Ukrainian General Newswire;Interfax: Ukrainian General Newswire,2019-08-12;2019-08-13,"Russia-led forces mount two attacks on Ukrainian positions in Donbas since Monday midnight, one Ukraine soldier WIA - Defense ministry;Occupation forces pass body of National Guard fighter, killed in Donbas three days ago, to Ukrainian side",JFO,1,Svitlodarsk town,"Svitlodarsk , Donetsk region",Donetsk oblast,Artemivsk raion,48.435297,38.220482,POINT (38.220482 48.435297),199157,Ukraine,369,Europe,1,1,2019-08-10T00:00:00,2019-08-10T00:00:00,1,0,0,0,1,1,1,369,
307971,UKR-2019-1-15100-84,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Interfax: Ukrainian General Newswire,2019-08-15,Occupation forces violate ceasefire in Donbas 13 times in past 24 hours, one KIA reported - JFO HQ""",Interfax: Ukrainian General Newswire,2019-08-15,"Occupation forces violate ceasefire in Donbas 13 times in past 24 hours, one KIA reported - JFO HQ",JFO on Facebook,5,Donets Basin Area,,,,48.15,38.65,POINT (38.65 48.15),199158,Ukraine,369,Europe,1,1,2019-08-14T00:00:00,2019-08-14T00:00:00,1,0,0,0,1,1,0,369,
308088,UKR-2019-1-15100-85,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,3,"""Interfax: Ukrainian General Newswire,2019-08-26,Occupation forces violate ceasefire in Donbas 13 times over past day, Ukrainian soldier killed, three injured - JFO HQ"";""Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year"";""Euromaidan Press,2019-08-26,-""",Interfax: Ukrainian General Newswire;Kyiv Post;Euromaidan Press,2019-08-26;2019-08-30;2019-08-26,"Occupation forces violate ceasefire in Donbas 13 times over past day, Ukrainian soldier killed, three injured - JFO HQ;72 Ukrainian soldiers killed in Russia’s war this year;-",JFO on Facebook,2,Shumy village,near the village of Shumy in Donetsk Oblast,Donetsk oblast,Kostiantynivka raion,48.380746,37.933087,POINT (37.933087 48.380746),199156,Ukraine,369,Europe,1,1,2019-08-25T00:00:00,2019-08-25T00:00:00,1,0,0,0,1,1,1,369,
308096,UKR-2019-1-15100-86,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""World Service Wire,2019-08-29,Militants from Ukraine’s unit Azov capture three DPR servicemen""",World Service Wire,2019-08-29,Militants from Ukraine’s unit Azov capture three DPR servicemen,Donetsk News Agency,2,Horlivka town,Gorlovka area,Donetsk oblast,Horlivka City municipality,48.3,38.05,POINT (38.05 48.3),199157,Ukraine,369,Europe,1,2,2019-08-28T00:00:00,2019-08-29T00:00:00,0,1,0,0,1,1,1,369,
308099,UKR-2019-1-15100-87,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""World Service Wire,2019-08-29,Three DPR servicemen killed, five wounded in shelling by Ukrainian troops""",World Service Wire,2019-08-29,"Three DPR servicemen killed, five wounded in shelling by Ukrainian troops",spokesman for the DPR’s defense ministry,1,Hryhorivka village (Telmanove Raion),Grigorovka,Donetsk oblast,Telmanove raion,47.406944,37.898333,POINT (37.898333 47.406944),197716,Ukraine,369,Europe,1,1,2019-08-29T00:00:00,2019-08-29T00:00:00,0,3,0,0,3,3,3,369,
308112,UKR-2019-1-15100-88,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Interfax: Ukrainian General Newswire,2019-08-30,Russia-occupation forces violate ceasefire four times, one KIA in Donbas""",Interfax: Ukrainian General Newswire,2019-08-30,"Russia-occupation forces violate ceasefire four times, one KIA in Donbas",Defense Ministry,2,Vodyane village,close to the village of Vodiane in Novoazovsky district,Donetsk oblast,Yasynuvata raion,48.097688,37.664988,POINT (37.664988 48.097688),199156,Ukraine,369,Europe,1,1,2019-08-30T00:00:00,2019-08-30T00:00:00,1,0,0,0,1,1,1,369,
308113,UKR-2019-1-15100-89,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""World Service Wire,2019-08-31,DPR soldier killed in shelling by Kiev forces - militia""",World Service Wire,2019-08-31,DPR soldier killed in shelling by Kiev forces - militia,Donetsk news agency,4,Donetsk oblast,,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2019-08-31T00:00:00,2019-08-31T00:00:00,0,1,0,0,1,1,1,369,
308114,UKR-2019-1-15100-90,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Interfax: Ukrainian General Newswire,2019-09-02,Ukrainian soldier killed on Monday morning - JFO press center""",Interfax: Ukrainian General Newswire,2019-09-02,Ukrainian soldier killed on Monday morning - JFO press center,JFO on Facebook,4,Donetsk oblast,,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2019-09-02T00:00:00,2019-09-02T00:00:00,1,0,0,0,1,1,1,369,
308115,UKR-2019-1-15100-91,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""World Service Wire,2019-09-04,Two DPR servicemen killed in attack by Ukrainian regiment Azov""",World Service Wire,2019-09-04,Two DPR servicemen killed in attack by Ukrainian regiment Azov,the Donetsk News Agency,4,Donetsk oblast,,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2019-09-04T00:00:00,2019-09-04T00:00:00,0,2,0,0,2,2,2,369,
308116,UKR-2019-1-15100-92,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Interfax: Ukrainian General Newswire,2019-09-05,Russia-led occupation forces violate ceasefire 12 times, one KIA in Donbas - JFO HQ"";""Euromaidan Press,2019-09-07,-""",Interfax: Ukrainian General Newswire;Euromaidan Press,2019-09-05;2019-09-07,"Russia-led occupation forces violate ceasefire 12 times, one KIA in Donbas - JFO HQ;-","JFO on Facebook, Euromaidan Press",1,Svitlodarsk town,"Svitlodarsk Bulge, Donetsk Obl",Donetsk oblast,Artemivsk raion,48.435297,38.220482,POINT (38.220482 48.435297),199157,Ukraine,369,Europe,1,1,2019-09-04T00:00:00,2019-09-04T00:00:00,1,0,0,0,1,1,1,369,
308223,UKR-2019-1-15100-93,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Interfax: Ukrainian General Newswire,2019-09-06,One KIA, one WIA amid 21 enemy attacks in Donbas in past 24 hours - JFO HQ"";""Euromaidan Press,2019-09-07,-""",Interfax: Ukrainian General Newswire;Euromaidan Press,2019-09-06;2019-09-07,"One KIA, one WIA amid 21 enemy attacks in Donbas in past 24 hours - JFO HQ;-","JFO on Facebook, Euromaidan Press",2,Horlivka town,"near Horlivka, Donetsk Obl",Donetsk oblast,Horlivka City municipality,48.3,38.05,POINT (38.05 48.3),199157,Ukraine,369,Europe,1,1,2019-09-05T00:00:00,2019-09-05T00:00:00,1,0,0,0,1,1,1,369,
308238,UKR-2019-1-15100-94,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""World Service Wire,2019-09-06,DPR militiaman killed in shelling by Ukraine’s military""",World Service Wire,2019-09-06,DPR militiaman killed in shelling by Ukraine’s military,DPR defense agency,1,Yasynuvata town,Yasinovataya,Donetsk oblast,Yasynuvata raion,48.127778,37.8625,POINT (37.8625 48.127778),199156,Ukraine,369,Europe,1,1,2019-09-06T00:00:00,2019-09-06T00:00:00,0,1,0,0,1,1,1,369,
308268,UKR-2019-1-15101-11,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""World Service Wire,2019-09-11,LPR serviceman killed in attack of Ukrainian military""",World Service Wire,2019-09-11,LPR serviceman killed in attack of Ukrainian military,LPR militia’s spokesman Yakov Osadchy,1,Frunze town,Frunze settlement,Luhansk oblast,Slovianoserbsk raion,48.671413,38.763354,POINT (38.763354 48.671413),199878,Ukraine,369,Europe,1,1,2019-09-11T00:00:00,2019-09-11T00:00:00,0,1,0,0,1,1,1,369,
308279,UKR-2019-1-15100-97,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Interfax: Ukrainian General Newswire,2019-09-13,One Ukrainian serviceman killed amid 23 enemy attacks in Donbas in past 24 hours - JFO HQ"";""Euromaidan Press,2019-09-14,-""",Interfax: Ukrainian General Newswire;Euromaidan Press,2019-09-13;2019-09-14,One Ukrainian serviceman killed amid 23 enemy attacks in Donbas in past 24 hours - JFO HQ;-,"JFO on Facebook, Euromaidan Press",4,Donetsk oblast,Donetsk Obl,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2019-09-12T00:00:00,2019-09-12T00:00:00,1,0,0,0,1,1,1,369,
308284,UKR-2019-1-15100-98,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""World Service Wire,2019-09-13,DPR serviceman killed in shelling by Ukrainian troops - DPR defense ministry""",World Service Wire,2019-09-13,DPR serviceman killed in shelling by Ukrainian troops - DPR defense ministry,Donetsk News Agency,4,Donetsk oblast,,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2019-09-13T00:00:00,2019-09-13T00:00:00,0,1,0,0,1,1,1,369,
308288,UKR-2019-1-15100-99,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Interfax: Ukrainian General Newswire,2019-09-14,Ukrainian soldier killed in JFO area on Sept 13 - JFO HQ""",Interfax: Ukrainian General Newswire,2019-09-14,Ukrainian soldier killed in JFO area on Sept 13 - JFO HQ,JFO on Facebook,5,Donets Basin Area,,,,48.15,38.65,POINT (38.65 48.15),199158,Ukraine,369,Europe,1,1,2019-09-13T00:00:00,2019-09-13T00:00:00,1,0,0,0,1,1,0,369,
308293,UKR-2019-1-15101-12,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""World Service Wire,2019-09-16,One LPR serviceman killed, two more wounded in shelling by Ukrainian troops""",World Service Wire,2019-09-16,"One LPR serviceman killed, two more wounded in shelling by Ukrainian troops","LPR defense ministry’s spokesman, Yakov Osadchy",2,Dolgoe village,near Dolgoye,Luhansk oblast,Slovianoserbsk raion,48.64342,39.031639,POINT (39.031639 48.64342),199879,Ukraine,369,Europe,1,1,2019-09-16T00:00:00,2019-09-16T00:00:00,0,1,0,0,1,1,1,369,
308295,UKR-2019-1-15100-100,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Interfax: Ukrainian General Newswire,2019-09-17,One Ukrainian soldier killed, two injured in Donbas over past day - JFO HQ"";""Euromaidan Press,2019-09-19,-""",Interfax: Ukrainian General Newswire;Euromaidan Press,2019-09-17;2019-09-19,"One Ukrainian soldier killed, two injured in Donbas over past day - JFO HQ;-","JFO on Facebook, Euromaidan Press",1,Zalizne village,"Zalizne/Pivdenne, Donetsk Obl",Donetsk oblast,Dzerzhynsk raion,48.3713,37.892371,POINT (37.892371 48.3713),199156,Ukraine,369,Europe,1,1,2019-09-17T00:00:00,2019-09-17T00:00:00,1,0,0,0,1,1,1,369,
308323,UKR-2019-1-15101-13,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""World Service Wire,2019-09-29,One LPR serviceman killed in shelling by Ukrainian troops""",World Service Wire,2019-09-29,One LPR serviceman killed in shelling by Ukrainian troops,"Yakov Osadchy, spokesman for the LPR’s defense ministry",2,Stantsiya Logvinovo village,village of Logvinovo,Luhansk oblast,Popasna raion,48.553333,38.302222,POINT (38.302222 48.553333),199877,Ukraine,369,Europe,1,1,2019-09-29T00:00:00,2019-09-29T00:00:00,0,1,0,0,1,1,1,369,
308330,UKR-2019-1-15100-101,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Interfax: Ukrainian General Newswire,2019-09-24,One Ukrainian soldier killed amid shelling attacks in Donbas on Tuesday - JFO HQ"";""Euromaidan Press,2019-09-26,-""",Interfax: Ukrainian General Newswire;Euromaidan Press,2019-09-24;2019-09-26,One Ukrainian soldier killed amid shelling attacks in Donbas on Tuesday - JFO HQ;-,"JFO on Facebook, Euromaidan Press",2,Marinka town,"near Maryinka, Donetsk Obl",Donetsk oblast,Marinka raion,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,1,2019-09-24T00:00:00,2019-09-24T00:00:00,1,0,0,0,1,1,1,369,
308333,UKR-2019-1-15100-102,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Interfax: Ukrainian General Newswire,2019-09-28,One Ukrainian soldier killed amid 30 shelling attacks in Donbas since early Sept 27 - JFO HQ"";""Euromaidan Press,2019-10-30,-""",Interfax: Ukrainian General Newswire;Euromaidan Press,2019-09-28;2019-10-30,One Ukrainian soldier killed amid 30 shelling attacks in Donbas since early Sept 27 - JFO HQ;-,"JFO on Facebook, Euromidan Press",2,Zalizne village,"near Zalizne, Donetsk Obl",Donetsk oblast,Dzerzhynsk raion,48.3713,37.892371,POINT (37.892371 48.3713),199156,Ukraine,369,Europe,1,1,2019-09-27T00:00:00,2019-09-27T00:00:00,1,0,0,0,1,1,1,369,
315583,UKR-2019-1-15100-104,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""OSCE,2019-07-04,Latest from the OSCE Special Monitoring Mission to Ukraine (SMM), based on information received as of 19:30, 3 July 2019""",OSCE,2019-07-04,"Latest from the OSCE Special Monitoring Mission to Ukraine (SMM), based on information received as of 19:30, 3 July 2019",OSCE,2,Horlivka town,northern part of Horlivka,Donetsk oblast,Horlivka City municipality,48.3,38.05,POINT (38.05 48.3),199157,Ukraine,369,Europe,1,1,2019-06-15T00:00:00,2019-06-15T00:00:00,0,0,1,0,1,1,1,369,
315605,UKR-2019-1-15100-106,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""OSCE,2019-09-10,OSCE Special Monitoring Mission to Ukraine (SMM) Daily Report 214/2019 issued on 10 September 2019""",OSCE,2019-09-10,OSCE Special Monitoring Mission to Ukraine (SMM) Daily Report 214/2019 issued on 10 September 2019,OSCE,1,Spartak village,Spartak,Donetsk oblast,Yasynuvata raion,48.080536,37.768553,POINT (37.768553 48.080536),199156,Ukraine,369,Europe,1,1,2019-09-08T00:00:00,2019-09-08T00:00:00,0,0,1,0,1,1,1,369,
315623,UKR-2019-1-15100-108.1,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""OHCHR,2019-06-13,Report on the human rights situation in Ukraine 16 February to 15 May 2019""",OHCHR,2019-06-13,Report on the human rights situation in Ukraine 16 February to 15 May 2019,OHCHR,4,Donetsk oblast,,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,2,5,2019-02-16T00:00:00,2019-05-15T00:00:00,0,0,4,0,4,4,4,369,
315647,UKR-2019-1-15100-109,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year""",Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year,Kyiv Post,2,Olenivka village,near the village Olenivka in Donetsk Oblast,Donetsk oblast,Volnovakha raion,47.836609,37.651082,POINT (37.651082 47.836609),198436,Ukraine,369,Europe,1,1,2019-06-22T00:00:00,2019-06-22T00:00:00,1,0,0,0,1,1,1,369,
315649,UKR-2019-1-15100-110,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year""",Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year,Kyiv Post,2,Popasne village,"near Popasna, Donetsk Oblast",Donetsk oblast,Kostiantynivka raion,48.595,37.701944,POINT (37.701944 48.595),199876,Ukraine,369,Europe,1,1,2019-06-19T00:00:00,2019-06-19T00:00:00,1,0,0,0,1,1,1,369,
315654,UKR-2019-1-15100-111,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year""",Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year,Kyiv Post,2,Marinka town,"near Maryinka, Donetsk Oblast",Donetsk oblast,Marinka raion,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,1,2019-07-03T00:00:00,2019-07-03T00:00:00,1,0,0,0,1,1,1,369,
315668,UKR-2019-1-15100-112,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year"";""BBC Monitoring Ukraine & Baltics,2019-07-19,Ukrainian serviceman killed, two wounded in Donbass""",Kyiv Post;BBC Monitoring Ukraine & Baltics,2019-08-30;2019-07-19,"72 Ukrainian soldiers killed in Russia’s war this year;Ukrainian serviceman killed, two wounded in Donbass",Kyiv Post; BBC U&B; JFO HQ,5,Donets Basin Area,,,,48.15,38.65,POINT (38.65 48.15),199158,Ukraine,369,Europe,1,1,2019-07-18T00:00:00,2019-07-18T00:00:00,1,0,0,0,1,1,0,369,
315670,UKR-2019-1-15100-113,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year"";""BBC Monitoring Ukraine & Baltics,2019-07-20,Two Ukrainian servicemen killed, three injured in Donbass""",Kyiv Post;BBC Monitoring Ukraine & Baltics,2019-08-30;2019-07-20,"72 Ukrainian soldiers killed in Russia’s war this year;Two Ukrainian servicemen killed, three injured in Donbass",Kyiv Post; BBC U&B; JFO HQ,5,Donets Basin Area,,,,48.15,38.65,POINT (38.65 48.15),199158,Ukraine,369,Europe,1,1,2019-07-19T00:00:00,2019-07-19T00:00:00,1,0,0,0,1,1,0,369,
315673,UKR-2019-1-15100-114,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year"";""BBC Monitoring Ukraine & Baltics,2019-07-20,Two Ukrainian servicemen killed, three injured in Donbass""",Kyiv Post;BBC Monitoring Ukraine & Baltics,2019-08-30;2019-07-20,"72 Ukrainian soldiers killed in Russia’s war this year;Two Ukrainian servicemen killed, three injured in Donbass",Kyiv Post; BBC U&B; JFO HQ,2,Marinka town,Maryinka area,Donetsk oblast,Marinka raion,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,1,2019-07-19T00:00:00,2019-07-19T00:00:00,1,0,0,0,1,1,1,369,
315691,UKR-2019-1-15101-15,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,3,"""Euromaidan Press,2019-07-23,-"";""Kyiv Post,2019-08-30,72 Ukrainian soldiers killed in Russia’s war this year"";""Euromaidan Press,2019-07-23,-""",Euromaidan Press;Kyiv Post;Euromaidan Press,2019-07-23;2019-08-30;2019-07-23,-;72 Ukrainian soldiers killed in Russia’s war this year;-,"Kyiv Post, Euromaidan Press on Facebook",2,Shchastya town,"near Shchastia, Luhansk Oblast",Luhansk oblast,Stanychno-Luhansk raion,48.721895,39.25145,POINT (39.25145 48.721895),199879,Ukraine,369,Europe,1,1,2019-07-21T00:00:00,2019-07-21T00:00:00,2,0,0,0,2,2,2,369,
315710,UKR-2019-1-15100-115,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Euromaidan Press,2019-09-03,-""",Euromaidan Press,2019-09-03,-,Euromaidan Press,2,Vodyane village,"near Vodyane, Donetsk Oblast",Donetsk oblast,Yasynuvata raion,48.097688,37.664988,POINT (37.664988 48.097688),199156,Ukraine,369,Europe,1,1,2019-09-03T00:00:00,2019-09-03T00:00:00,1,0,0,0,1,1,1,369,
315711,UKR-2019-1-15100-116,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Euromaidan Press,2019-09-12,-""",Euromaidan Press,2019-09-12,-,Euromaidan Press,2,Avdiivka town,near Avdiyivka,Donetsk oblast,Avdiivka city municipality,48.145278,37.745,POINT (37.745 48.145278),199156,Ukraine,369,Europe,1,1,2019-09-10T00:00:00,2019-09-10T00:00:00,1,0,0,0,1,1,1,369,
315714,UKR-2019-1-15100-117,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Euromaidan Press,2019-03-08,-""",Euromaidan Press,2019-03-08,-,Euromaidan Press,4,Donetsk oblast,,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2019-03-06T00:00:00,2019-03-06T00:00:00,1,0,0,0,1,1,1,369,
315715,UKR-2019-1-15100-118,2019,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Euromaidan Press,2019-02-03,-""",Euromaidan Press,2019-02-03,-,Euromaidan Press,5,Donets Basin Area,,,,48.15,38.65,POINT (38.65 48.15),199158,Ukraine,369,Europe,1,1,2019-02-01T00:00:00,2019-02-01T00:00:00,1,0,0,0,1,1,0,369,
